Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,1,100.00%
 ,Party Total:,1, 
 , , , 
Uncommitted,Constitution,1,100.00%
 ,Total Votes:,"1,428", 
 , , , 
,,,
U.S. President, , ,76 of 76 Precincts Reported
Hillary Clinton,Democratic,"10,910",38.31%
Henry Hewes,Democratic,20,0.07%
"Roque ""Rocky"" De La Fuente",Democratic,20,0.07%
Bernie Sanders,Democratic,"17,403",61.10%
Keith Judd,Democratic,5,0.02%
Willie L. Wilson,Democratic,9,0.03%
Martin J. O'Malley,Democratic,9,0.03%
John Wolfe,Democratic,8,0.03%
Jon Adams,Democratic,12,0.04%
Uncommitted,Democratic,86,0.30%
 ,Party Total:,"28,482", 
 , , , 
Chris Christie,Republican,72,0.14%
Jeb Bush,Republican,155,0.30%
Ben Carson,Republican,460,0.89%
Donald J. Trump,Republican,"16,649",32.13%
Marco Rubio,Republican,"2,684",5.18%
Ted Cruz,Republican,"26,784",51.69%
Rick Santorum,Republican,42,0.08%
Carly Fiorina,Republican,14,0.03%
John R. Kasich,Republican,"4,618",8.91%
Rand Paul,Republican,102,0.20%
Jim Lynch,Republican,2,0.00%
Mike Huckabee,Republican,107,0.21%
Uncommitted,Republican,131,0.25%
 ,Party Total:,"51,820", 
 , , , 
Austin Petersen,Libertarian,51,33.55%
Steven Elliott (Steve) Kerbel,Libertarian,16,10.53%
Rhett Rosenquest Smith,Libertarian,5,3.29%
Cecil Ince,Libertarian,11,7.24%
Marc Allan Feldman,Libertarian,16,10.53%
Uncommitted,Libertarian,53,34.87%
 ,Party Total:,152, 
 , , , 
Uncommitted,Constitution,15,100.00%
 ,Total Votes:,"80,469", 
 , , , 
,,,
U.S. President, , ,10 of 10 Precincts Reported
Hillary Clinton,Democratic,219,44.60%
Henry Hewes,Democratic,0,0.00%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.20%
Bernie Sanders,Democratic,262,53.36%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,3,0.61%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,1,0.20%
Jon Adams,Democratic,1,0.20%
Uncommitted,Democratic,4,0.82%
 ,Party Total:,491, 
 , , , 
Chris Christie,Republican,0,0.00%
Jeb Bush,Republican,9,0.46%
Ben Carson,Republican,26,1.33%
Donald J. Trump,Republican,978,50.10%
Marco Rubio,Republican,79,4.05%
Ted Cruz,Republican,673,34.48%
Rick Santorum,Republican,2,0.10%
Carly Fiorina,Republican,1,0.05%
John R. Kasich,Republican,163,8.35%
Rand Paul,Republican,3,0.15%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,11,0.56%
Uncommitted,Republican,7,0.36%
 ,Party Total:,"1,952", 
 , , , 
Austin Petersen,Libertarian,0,0.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,1,100.00%
Uncommitted,Libertarian,0,0.00%
 ,Party Total:,1, 
 , , , 
Uncommitted,Constitution,0,0.00%
 ,Total Votes:,"2,444", 
 , , , 
,,,
U.S. President, , ,7 of 7 Precincts Reported
Hillary Clinton,Democratic,158,48.47%
Henry Hewes,Democratic,0,0.00%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.00%
Bernie Sanders,Democratic,163,50.00%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,2,0.61%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,0,0.00%
Uncommitted,Democratic,3,0.92%
 ,Party Total:,326, 
 , , , 
Chris Christie,Republican,5,0.31%
Jeb Bush,Republican,9,0.55%
Ben Carson,Republican,16,0.99%
Donald J. Trump,Republican,755,46.46%
Marco Rubio,Republican,85,5.23%
Ted Cruz,Republican,591,36.37%
Rick Santorum,Republican,2,0.12%
Carly Fiorina,Republican,2,0.12%
John R. Kasich,Republican,141,8.68%
Rand Paul,Republican,6,0.37%
Jim Lynch,Republican,2,0.12%
Mike Huckabee,Republican,4,0.25%
Uncommitted,Republican,7,0.43%
 ,Party Total:,"1,625", 
 , , , 
Austin Petersen,Libertarian,0,0.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,0,0.00%
 ,Party Total:,0, 
 , , , 
Uncommitted,Constitution,2,100.00%
 ,Total Votes:,"1,953", 
 , , , 
,,,
U.S. President, , ,10 of 10 Precincts Reported
Hillary Clinton,Democratic,780,51.69%
Henry Hewes,Democratic,4,0.27%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.07%
Bernie Sanders,Democratic,696,46.12%
Keith Judd,Democratic,3,0.20%
Willie L. Wilson,Democratic,2,0.13%
Martin J. O'Malley,Democratic,1,0.07%
John Wolfe,Democratic,2,0.13%
Jon Adams,Democratic,2,0.13%
Uncommitted,Democratic,18,1.19%
 ,Party Total:,"1,509", 
 , , , 
Chris Christie,Republican,6,0.16%
Jeb Bush,Republican,11,0.30%
Ben Carson,Republican,35,0.95%
Donald J. Trump,Republican,"1,636",44.54%
Marco Rubio,Republican,191,5.20%
Ted Cruz,Republican,"1,395",37.98%
Rick Santorum,Republican,1,0.03%
Carly Fiorina,Republican,1,0.03%
John R. Kasich,Republican,354,9.64%
Rand Paul,Republican,8,0.22%
Jim Lynch,Republican,1,0.03%
Mike Huckabee,Republican,18,0.49%
Uncommitted,Republican,16,0.44%
 ,Party Total:,"3,673", 
 , , , 
Austin Petersen,Libertarian,3,30.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,1,10.00%
Marc Allan Feldman,Libertarian,1,10.00%
Uncommitted,Libertarian,5,50.00%
 ,Party Total:,10, 
 , , , 
Uncommitted,Constitution,3,100.00%
 ,Total Votes:,"5,195", 
 , , , 
,,,
U.S. President, , ,10 of 10 Precincts Reported
Hillary Clinton,Democratic,73,53.68%
Henry Hewes,Democratic,0,0.00%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.00%
Bernie Sanders,Democratic,60,44.12%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,1,0.74%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,0,0.00%
Uncommitted,Democratic,2,1.47%
 ,Party Total:,136, 
 , , , 
Chris Christie,Republican,2,0.37%
Jeb Bush,Republican,4,0.74%
Ben Carson,Republican,2,0.37%
Donald J. Trump,Republican,297,54.90%
Marco Rubio,Republican,30,5.55%
Ted Cruz,Republican,178,32.90%
Rick Santorum,Republican,0,0.00%
Carly Fiorina,Republican,0,0.00%
John R. Kasich,Republican,19,3.51%
Rand Paul,Republican,0,0.00%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,1,0.19%
Uncommitted,Republican,8,1.48%
 ,Party Total:,541, 
 , , , 
Austin Petersen,Libertarian,1,50.00%
Steven Elliott (Steve) Kerbel,Libertarian,1,50.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,0,0.00%
 ,Party Total:,2, 
 , , , 
Uncommitted,Constitution,0,0.00%
 ,Total Votes:,679, 
 , , , 
,,,
U.S. President, , ,5 of 5 Precincts Reported
Hillary Clinton,Democratic,128,52.25%
Henry Hewes,Democratic,0,0.00%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.41%
Bernie Sanders,Democratic,110,44.90%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,1,0.41%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,1,0.41%
Uncommitted,Democratic,4,1.63%
 ,Party Total:,245, 
 , , , 
Chris Christie,Republican,8,0.75%
Jeb Bush,Republican,3,0.28%
Ben Carson,Republican,8,0.75%
Donald J. Trump,Republican,504,47.15%
Marco Rubio,Republican,69,6.46%
Ted Cruz,Republican,381,35.64%
Rick Santorum,Republican,0,0.00%
Carly Fiorina,Republican,1,0.09%
John R. Kasich,Republican,81,7.58%
Rand Paul,Republican,3,0.28%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,4,0.37%
Uncommitted,Republican,7,0.66%
 ,Party Total:,"1,069", 
 , , , 
Austin Petersen,Libertarian,0,0.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,0,0.00%
 ,Party Total:,0, 
 , , , 
Uncommitted,Constitution,0,0.00%
 ,Total Votes:,"1,314", 
 , , , 
,,,
U.S. President, , ,9 of 9 Precincts Reported
Hillary Clinton,Democratic,413,48.82%
Henry Hewes,Democratic,1,0.12%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.24%
Bernie Sanders,Democratic,408,48.23%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,2,0.24%
John Wolfe,Democratic,1,0.12%
Jon Adams,Democratic,4,0.47%
Uncommitted,Democratic,15,1.77%
 ,Party Total:,846, 
 , , , 
Chris Christie,Republican,5,0.29%
Jeb Bush,Republican,6,0.35%
Ben Carson,Republican,7,0.40%
Donald J. Trump,Republican,693,39.81%
Marco Rubio,Republican,78,4.48%
Ted Cruz,Republican,798,45.84%
Rick Santorum,Republican,2,0.12%
Carly Fiorina,Republican,2,0.12%
John R. Kasich,Republican,135,7.75%
Rand Paul,Republican,6,0.35%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,4,0.23%
Uncommitted,Republican,5,0.29%
 ,Party Total:,"1,741", 
 , , , 
Austin Petersen,Libertarian,4,50.00%
Steven Elliott (Steve) Kerbel,Libertarian,1,12.50%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,1,12.50%
Uncommitted,Libertarian,2,25.00%
 ,Party Total:,8, 
 , , , 
Uncommitted,Constitution,2,100.00%
 ,Total Votes:,"2,597", 
 , , , 
,,,
U.S. President, , ,21 of 21 Precincts Reported
Hillary Clinton,Democratic,833,40.22%
Henry Hewes,Democratic,7,0.34%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.10%
Bernie Sanders,Democratic,"1,209",58.38%
Keith Judd,Democratic,2,0.10%
Willie L. Wilson,Democratic,2,0.10%
Martin J. O'Malley,Democratic,1,0.05%
John Wolfe,Democratic,2,0.10%
Jon Adams,Democratic,0,0.00%
Uncommitted,Democratic,13,0.63%
 ,Party Total:,"2,071", 
 , , , 
Chris Christie,Republican,9,0.11%
Jeb Bush,Republican,19,0.23%
Ben Carson,Republican,105,1.24%
Donald J. Trump,Republican,"4,230",50.03%
Marco Rubio,Republican,351,4.15%
Ted Cruz,Republican,"3,146",37.21%
Rick Santorum,Republican,9,0.11%
Carly Fiorina,Republican,6,0.07%
John R. Kasich,Republican,491,5.81%
Rand Paul,Republican,9,0.11%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,49,0.58%
Uncommitted,Republican,31,0.37%
 ,Party Total:,"8,455", 
 , , , 
Austin Petersen,Libertarian,6,42.86%
Steven Elliott (Steve) Kerbel,Libertarian,1,7.14%
Rhett Rosenquest Smith,Libertarian,1,7.14%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,2,14.29%
Uncommitted,Libertarian,4,28.57%
 ,Party Total:,14, 
 , , , 
Uncommitted,Constitution,10,100.00%
 ,Total Votes:,"10,550", 
 , , , 
,,,
U.S. President, , ,10 of 10 Precincts Reported
Hillary Clinton,Democratic,349,43.79%
Henry Hewes,Democratic,5,0.63%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.25%
Bernie Sanders,Democratic,426,53.45%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,1,0.13%
Martin J. O'Malley,Democratic,4,0.50%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,1,0.13%
Uncommitted,Democratic,9,1.13%
 ,Party Total:,797, 
 , , , 
Chris Christie,Republican,2,0.12%
Jeb Bush,Republican,6,0.37%
Ben Carson,Republican,25,1.53%
Donald J. Trump,Republican,800,48.87%
Marco Rubio,Republican,74,4.52%
Ted Cruz,Republican,638,38.97%
Rick Santorum,Republican,2,0.12%
Carly Fiorina,Republican,0,0.00%
John R. Kasich,Republican,78,4.77%
Rand Paul,Republican,2,0.12%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,4,0.24%
Uncommitted,Republican,6,0.37%
 ,Party Total:,"1,637", 
 , , , 
Austin Petersen,Libertarian,0,0.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,1,100.00%
 ,Party Total:,1, 
 , , , 
Uncommitted,Constitution,2,100.00%
 ,Total Votes:,"2,437", 
 , , , 
,,,
U.S. President, , ,184 of 184 Precincts Reported
Hillary Clinton,Democratic,"20,302",48.82%
Henry Hewes,Democratic,26,0.06%
"Roque ""Rocky"" De La Fuente",Democratic,31,0.08%
Bernie Sanders,Democratic,"20,915",50.29%
Keith Judd,Democratic,21,0.05%
Willie L. Wilson,Democratic,19,0.05%
Martin J. O'Malley,Democratic,24,0.06%
John Wolfe,Democratic,9,0.02%
Jon Adams,Democratic,35,0.08%
Uncommitted,Democratic,205,0.49%
 ,Party Total:,"41,587", 
 , , , 
Chris Christie,Republican,100,0.18%
Jeb Bush,Republican,182,0.33%
Ben Carson,Republican,544,0.98%
Donald J. Trump,Republican,"21,644",38.82%
Marco Rubio,Republican,"3,589",6.44%
Ted Cruz,Republican,"22,955",41.17%
Rick Santorum,Republican,46,0.08%
Carly Fiorina,Republican,31,0.06%
John R. Kasich,Republican,"6,254",11.22%
Rand Paul,Republican,129,0.23%
Jim Lynch,Republican,8,0.01%
Mike Huckabee,Republican,89,0.16%
Uncommitted,Republican,186,0.33%
 ,Party Total:,"55,757", 
 , , , 
Austin Petersen,Libertarian,61,33.52%
Steven Elliott (Steve) Kerbel,Libertarian,26,14.29%
Rhett Rosenquest Smith,Libertarian,8,4.40%
Cecil Ince,Libertarian,9,4.95%
Marc Allan Feldman,Libertarian,16,8.79%
Uncommitted,Libertarian,62,34.07%
 ,Party Total:,182, 
 , , , 
Uncommitted,Constitution,63,100.00%
 ,Total Votes:,"97,589", 
 , , , 
,,,
U.S. President, , ,49 of 49 Precincts Reported
Hillary Clinton,Democratic,"2,289",37.11%
Henry Hewes,Democratic,5,0.08%
"Roque ""Rocky"" De La Fuente",Democratic,4,0.07%
Bernie Sanders,Democratic,"3,826",62.02%
Keith Judd,Democratic,3,0.05%
Willie L. Wilson,Democratic,3,0.05%
Martin J. O'Malley,Democratic,3,0.05%
John Wolfe,Democratic,4,0.07%
Jon Adams,Democratic,3,0.05%
Uncommitted,Democratic,29,0.47%
 ,Party Total:,"6,169", 
 , , , 
Chris Christie,Republican,49,0.24%
Jeb Bush,Republican,70,0.34%
Ben Carson,Republican,186,0.90%
Donald J. Trump,Republican,"6,725",32.50%
Marco Rubio,Republican,"1,047",5.06%
Ted Cruz,Republican,"11,113",53.70%
Rick Santorum,Republican,11,0.05%
Carly Fiorina,Republican,13,0.06%
John R. Kasich,Republican,"1,360",6.57%
Rand Paul,Republican,26,0.13%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,49,0.24%
Uncommitted,Republican,44,0.21%
 ,Party Total:,"20,693", 
 , , , 
Austin Petersen,Libertarian,13,27.66%
Steven Elliott (Steve) Kerbel,Libertarian,6,12.77%
Rhett Rosenquest Smith,Libertarian,6,12.77%
Cecil Ince,Libertarian,2,4.26%
Marc Allan Feldman,Libertarian,7,14.89%
Uncommitted,Libertarian,13,27.66%
 ,Party Total:,47, 
 , , , 
Uncommitted,Constitution,13,100.00%
 ,Total Votes:,"26,922", 
 , , , 
,,,
U.S. President, , ,56 of 56 Precincts Reported
Hillary Clinton,Democratic,"9,637",44.21%
Henry Hewes,Democratic,29,0.13%
"Roque ""Rocky"" De La Fuente",Democratic,12,0.06%
Bernie Sanders,Democratic,"11,830",54.27%
Keith Judd,Democratic,12,0.06%
Willie L. Wilson,Democratic,13,0.06%
Martin J. O'Malley,Democratic,16,0.07%
John Wolfe,Democratic,14,0.06%
Jon Adams,Democratic,21,0.10%
Uncommitted,Democratic,214,0.98%
 ,Party Total:,"21,798", 
 , , , 
Chris Christie,Republican,64,0.17%
Jeb Bush,Republican,120,0.33%
Ben Carson,Republican,294,0.80%
Donald J. Trump,Republican,"17,781",48.45%
Marco Rubio,Republican,"2,005",5.46%
Ted Cruz,Republican,"13,883",37.83%
Rick Santorum,Republican,26,0.07%
Carly Fiorina,Republican,15,0.04%
John R. Kasich,Republican,"2,233",6.09%
Rand Paul,Republican,83,0.23%
Jim Lynch,Republican,1,0.00%
Mike Huckabee,Republican,68,0.19%
Uncommitted,Republican,125,0.34%
 ,Party Total:,"36,698", 
 , , , 
Austin Petersen,Libertarian,48,29.81%
Steven Elliott (Steve) Kerbel,Libertarian,31,19.26%
Rhett Rosenquest Smith,Libertarian,9,5.59%
Cecil Ince,Libertarian,10,6.21%
Marc Allan Feldman,Libertarian,10,6.21%
Uncommitted,Libertarian,53,32.92%
 ,Party Total:,161, 
 , , , 
Uncommitted,Constitution,29,100.00%
 ,Total Votes:,"58,686", 
 , , , 
,,,
U.S. President, , ,10 of 10 Precincts Reported
Hillary Clinton,Democratic,"1,473",42.55%
Henry Hewes,Democratic,4,0.12%
"Roque ""Rocky"" De La Fuente",Democratic,3,0.09%
Bernie Sanders,Democratic,"1,944",56.15%
Keith Judd,Democratic,5,0.14%
Willie L. Wilson,Democratic,2,0.06%
Martin J. O'Malley,Democratic,2,0.06%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,2,0.06%
Uncommitted,Democratic,27,0.78%
 ,Party Total:,"3,462", 
 , , , 
Chris Christie,Republican,18,0.24%
Jeb Bush,Republican,41,0.55%
Ben Carson,Republican,104,1.40%
Donald J. Trump,Republican,"3,035",40.73%
Marco Rubio,Republican,483,6.48%
Ted Cruz,Republican,"2,987",40.08%
Rick Santorum,Republican,9,0.12%
Carly Fiorina,Republican,6,0.08%
John R. Kasich,Republican,713,9.57%
Rand Paul,Republican,14,0.19%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,15,0.20%
Uncommitted,Republican,27,0.36%
 ,Party Total:,"7,452", 
 , , , 
Austin Petersen,Libertarian,9,21.95%
Steven Elliott (Steve) Kerbel,Libertarian,7,17.07%
Rhett Rosenquest Smith,Libertarian,1,2.44%
Cecil Ince,Libertarian,3,7.32%
Marc Allan Feldman,Libertarian,6,14.63%
Uncommitted,Libertarian,15,36.59%
 ,Party Total:,41, 
 , , , 
Uncommitted,Constitution,11,100.00%
 ,Total Votes:,"10,966", 
 , , , 
,,,
U.S. President, , ,7 of 7 Precincts Reported
Hillary Clinton,Democratic,134,56.78%
Henry Hewes,Democratic,0,0.00%
"Roque ""Rocky"" De La Fuente",Democratic,0,0.00%
Bernie Sanders,Democratic,94,39.83%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,2,0.85%
Uncommitted,Democratic,6,2.54%
 ,Party Total:,236, 
 , , , 
Chris Christie,Republican,1,0.14%
Jeb Bush,Republican,2,0.28%
Ben Carson,Republican,5,0.70%
Donald J. Trump,Republican,343,47.77%
Marco Rubio,Republican,32,4.46%
Ted Cruz,Republican,260,36.21%
Rick Santorum,Republican,1,0.14%
Carly Fiorina,Republican,0,0.00%
John R. Kasich,Republican,64,8.91%
Rand Paul,Republican,2,0.28%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,4,0.56%
Uncommitted,Republican,4,0.56%
 ,Party Total:,718, 
 , , , 
Austin Petersen,Libertarian,1,50.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,1,50.00%
 ,Party Total:,2, 
 , , , 
Uncommitted,Constitution,2,100.00%
 ,Total Votes:,958, 
 , , , 
,,,
U.S. President, , ,16 of 16 Precincts Reported
Hillary Clinton,Democratic,737,43.56%
Henry Hewes,Democratic,2,0.12%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.12%
Bernie Sanders,Democratic,927,54.79%
Keith Judd,Democratic,2,0.12%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,2,0.12%
John Wolfe,Democratic,1,0.06%
Jon Adams,Democratic,3,0.18%
Uncommitted,Democratic,16,0.95%
 ,Party Total:,"1,692", 
 , , , 
Chris Christie,Republican,14,0.18%
Jeb Bush,Republican,33,0.43%
Ben Carson,Republican,80,1.04%
Donald J. Trump,Republican,"3,493",45.46%
Marco Rubio,Republican,310,4.03%
Ted Cruz,Republican,"3,229",42.02%
Rick Santorum,Republican,3,0.04%
Carly Fiorina,Republican,2,0.03%
John R. Kasich,Republican,453,5.90%
Rand Paul,Republican,11,0.14%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,27,0.35%
Uncommitted,Republican,29,0.38%
 ,Party Total:,"7,684", 
 , , , 
Austin Petersen,Libertarian,5,50.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,5,50.00%
 ,Party Total:,10, 
 , , , 
Uncommitted,Constitution,2,100.00%
 ,Total Votes:,"9,388", 
 , , , 
,,,
U.S. President, , ,15 of 15 Precincts Reported
Hillary Clinton,Democratic,"1,173",46.22%
Henry Hewes,Democratic,2,0.08%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.08%
Bernie Sanders,Democratic,"1,324",52.17%
Keith Judd,Democratic,2,0.08%
Willie L. Wilson,Democratic,5,0.20%
Martin J. O'Malley,Democratic,1,0.04%
John Wolfe,Democratic,3,0.12%
Jon Adams,Democratic,5,0.20%
Uncommitted,Democratic,21,0.83%
 ,Party Total:,"2,538", 
 , , , 
Chris Christie,Republican,11,0.19%
Jeb Bush,Republican,34,0.57%
Ben Carson,Republican,61,1.02%
Donald J. Trump,Republican,"2,518",42.24%
Marco Rubio,Republican,372,6.24%
Ted Cruz,Republican,"2,349",39.41%
Rick Santorum,Republican,5,0.08%
Carly Fiorina,Republican,7,0.12%
John R. Kasich,Republican,561,9.41%
Rand Paul,Republican,7,0.12%
Jim Lynch,Republican,1,0.02%
Mike Huckabee,Republican,16,0.27%
Uncommitted,Republican,19,0.32%
 ,Party Total:,"5,961", 
 , , , 
Austin Petersen,Libertarian,3,30.00%
Steven Elliott (Steve) Kerbel,Libertarian,2,20.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,5,50.00%
 ,Party Total:,10, 
 , , , 
Uncommitted,Constitution,6,100.00%
 ,Total Votes:,"8,515", 
 , , , 
,,,
U.S. President, , ,20 of 20 Precincts Reported
Hillary Clinton,Democratic,872,45.35%
Henry Hewes,Democratic,5,0.26%
"Roque ""Rocky"" De La Fuente",Democratic,2,0.10%
Bernie Sanders,Democratic,"1,028",53.46%
Keith Judd,Democratic,2,0.10%
Willie L. Wilson,Democratic,0,0.00%
Martin J. O'Malley,Democratic,1,0.05%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,1,0.05%
Uncommitted,Democratic,12,0.62%
 ,Party Total:,"1,923", 
 , , , 
Chris Christie,Republican,14,0.17%
Jeb Bush,Republican,38,0.46%
Ben Carson,Republican,84,1.02%
Donald J. Trump,Republican,"3,135",37.94%
Marco Rubio,Republican,264,3.20%
Ted Cruz,Republican,"4,235",51.25%
Rick Santorum,Republican,6,0.07%
Carly Fiorina,Republican,4,0.05%
John R. Kasich,Republican,429,5.19%
Rand Paul,Republican,7,0.09%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,15,0.18%
Uncommitted,Republican,33,0.40%
 ,Party Total:,"8,264", 
 , , , 
Austin Petersen,Libertarian,1,9.09%
Steven Elliott (Steve) Kerbel,Libertarian,4,36.36%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,3,27.27%
Uncommitted,Libertarian,3,27.27%
 ,Party Total:,11, 
 , , , 
Uncommitted,Constitution,1,100.00%
 ,Total Votes:,"10,199", 
 , , , 
,,,
U.S. President, , ,6 of 6 Precincts Reported
Hillary Clinton,Democratic,239,48.28%
Henry Hewes,Democratic,2,0.40%
"Roque ""Rocky"" De La Fuente",Democratic,1,0.20%
Bernie Sanders,Democratic,239,48.28%
Keith Judd,Democratic,1,0.20%
Willie L. Wilson,Democratic,1,0.20%
Martin J. O'Malley,Democratic,0,0.00%
John Wolfe,Democratic,0,0.00%
Jon Adams,Democratic,1,0.20%
Uncommitted,Democratic,11,2.22%
 ,Party Total:,495, 
 , , , 
Chris Christie,Republican,4,0.25%
Jeb Bush,Republican,2,0.13%
Ben Carson,Republican,22,1.37%
Donald J. Trump,Republican,801,49.88%
Marco Rubio,Republican,60,3.74%
Ted Cruz,Republican,601,37.42%
Rick Santorum,Republican,0,0.00%
Carly Fiorina,Republican,0,0.00%
John R. Kasich,Republican,104,6.48%
Rand Paul,Republican,2,0.13%
Jim Lynch,Republican,0,0.00%
Mike Huckabee,Republican,2,0.13%
Uncommitted,Republican,8,0.50%
 ,Party Total:,"1,606", 
 , , , 
Austin Petersen,Libertarian,2,50.00%
Steven Elliott (Steve) Kerbel,Libertarian,0,0.00%
Rhett Rosenquest Smith,Libertarian,0,0.00%
Cecil Ince,Libertarian,0,0.00%
Marc Allan Feldman,Libertarian,0,0.00%
Uncommitted,Libertarian,2,50.00%
 ,Party Total:,4, 
 , , , 
Uncommitted,Constitution,0,0.00%
 ,Total Votes:,"2,105", 
 , , , 
,,,
U.S. President, , ,19 of 19 Precincts Reported
Hillary Clinton,Democratic,"1,561",43.13%
Henry Hewes,Democratic,13,0.36%
"Roque ""Rocky"" De La Fuente",Democratic,5,0.14%
Bernie Sanders,Democratic,"1,976",54.60%
Keith Judd,Democratic,0,0.00%
Willie L. Wilson,Democratic,5,0.14%
Martin J. O'Malley,Democratic,5,0.14%
John Wolfe,Democratic,5,0.14%
Jon Adams,Democratic,2,0.06%
Uncommitted,Democratic,47,1.30%
 ,Party Total:,"3,619", 
 , , , 
Chris Christie,Republican,11,0.13%
Jeb Bush,Republican,24,0.27%
Ben Carson,Republican,87,0.99%
Donald J. Trump,Republican,"4,144",46.95%
Marco Rubio,Republican,350,3.97%
Ted Cruz,Republican,"3,730",42.26%
Rick Santorum,Republican,8,0.09%
Carly Fiorina,Republican,4,0.05%
John R. Kasich,Republican,413,4.68%
Rand Paul,Republican,11,0.13%
Jim Lynch,Republican,1,0.01%
Mike Huckabee,Republican,17,0.19%
Uncommitted,Republican,26,0.30%
 ,Party Total:,"8,826", 
 , , , 
